Date,Price
2018-08-08,211.2920588405797
2018-08-09,211.2920588405797
2018-08-10,211.2920588405797
2018-08-13,211.2920588405797
2018-08-14,211.2920588405797
2018-08-15,211.2920588405797
2018-08-16,211.2920588405797
2018-08-17,211.2920588405797
2018-08-20,211.2920588405797
2018-08-21,211.2920588405797
2018-08-22,211.2920588405797
2018-08-23,211.2920588405797
2018-08-24,211.2920588405797
2018-08-27,211.2920588405797
2018-08-28,211.2920588405797
2018-08-29,211.2920588405797
2018-08-30,211.2920588405797
2018-08-31,211.2920588405797
2018-09-03,191.144421754386
2018-09-04,191.144421754386
2018-09-05,191.144421754386
2018-09-06,191.144421754386
2018-09-07,191.144421754386
2018-09-10,191.144421754386
2018-09-11,191.144421754386
2018-09-12,191.144421754386
2018-09-13,191.144421754386
2018-09-14,191.144421754386
2018-09-17,191.144421754386
2018-09-18,191.144421754386
2018-09-19,191.144421754386
2018-09-20,191.144421754386
2018-09-21,191.144421754386
2018-09-24,191.144421754386
2018-09-25,191.144421754386
2018-09-26,191.144421754386
2018-09-27,191.144421754386
2018-09-28,191.144421754386
2018-10-01,188.4616066666666
2018-10-02,188.4616066666666
2018-10-03,188.4616066666666
2018-10-04,188.4616066666666
2018-10-05,188.4616066666666
2018-10-08,188.4616066666666
2018-10-09,188.4616066666666
2018-10-10,188.4616066666666
2018-10-11,188.4616066666666
2018-10-12,188.4616066666666
2018-10-15,188.4616066666666
2018-10-16,188.4616066666666
2018-10-17,188.4616066666666
2018-10-18,188.4616066666666
2018-10-19,188.4616066666666
2018-10-22,188.4616066666666
2018-10-23,188.4616066666666
2018-10-24,188.4616066666666
2018-10-25,188.4616066666666
2018-10-26,188.4616066666666
2018-10-29,188.4616066666666
2018-10-30,188.4616066666666
2018-10-31,188.4616066666666
2018-11-01,181.552390877193
2018-11-02,181.552390877193
2018-11-05,181.552390877193
2018-11-06,181.552390877193
2018-11-07,181.552390877193
2018-11-08,181.552390877193
